Step Temp Press PotEng Nconf Lcom[3] Ucom[3] fe fx fy fz fse fsx fsy fsz 
  421500    301.60885    121.34368   -683304.04          511    93.220522    120.71469   -502.37928   -13.258408   0.36587507   -57.629858   -14970.727   -92.326985   -11.888126    77.932166 
  421600    300.25345    164.94124   -683467.33          512    93.223188    120.71628   -493.98824   -14.554854   0.47991154   -57.429696    -15060.06     22.02196   -15.850606    140.12283 
  421700    297.36845   -55.979669   -683477.38          517    93.226025    120.72119   -484.56929   -12.339995    0.4025354   -56.031518   -14961.945    81.045182   -4.1970012    -37.16853 
  421800    296.48261   -340.32994   -683459.99          516    93.238492    120.73548   -488.16842   -12.581157   0.28349876   -56.441642   -15030.457    5.4094286   -71.216008   -18.593903 
  421900    300.17092   -97.642378   -683522.32          515    93.251004    120.74726   -495.34104   -13.021964   0.27099426   -56.773121   -14993.517   -13.236899    22.841447   -48.336011 
  422000    302.77084    116.90247   -683460.72          519     93.26454    120.75973   -497.68843   -13.702843   0.42760611   -56.199444   -15035.641    114.70268    28.936845    13.553296 
  422100    299.61765   -26.402514   -683276.95          517    93.274261    120.77104   -501.05154   -12.927918   0.50286203   -56.924242   -14976.535    -25.95532   -164.47663   -37.551268 
  422200    298.50977    37.975638   -683311.12          514    93.282973    120.77945   -490.82837   -14.243614    0.2706796   -55.686697   -15016.392   -18.971658   -12.297773    51.466355 
  422300    298.47328   -386.91486    -683467.5          510    93.291177    120.78799   -504.48112    -14.35164   0.26479339   -57.348298   -15045.091    -39.10578    -5.933102   -24.213208 
  422400    296.93541   -385.84502   -683466.53          510    93.296402    120.79427   -499.02781   -14.851633   0.44523682    -55.91928   -15129.934   -20.860809   -62.713759    112.36258 
  422500    297.65004   -7.5634049   -683467.96          511    93.310161    120.80645   -488.60106   -13.752039   0.21747064   -54.338481   -14904.325   -107.35039    15.040126    106.10486 
  422600     300.7631     193.9041   -683419.32          509     93.31789    120.81417   -488.33695   -13.190504   0.35474595   -55.023462   -15030.515   -134.23699     87.22887    107.13216 
  422700     302.8723    62.979501   -683476.98          512    93.324436    120.81911   -499.96233   -12.881094   0.18861825   -56.422729   -14981.422   -129.91673   -97.444412    125.70963 
  422800     300.8869    122.68818   -683531.82          512    93.327724    120.82322   -512.13828   -14.863475   0.34299417   -57.541902    -14997.63    212.53425    70.544389    26.799175 
  422900    297.02727    324.16709   -683489.97          512    93.323551    120.81649   -499.64848   -15.720658   0.36622829   -55.567346       -14976    18.059278    92.941968    3.7652066 
  423000     299.2304   -193.52116    -683653.2          510    93.317177    120.81138   -505.56869   -16.598675   0.12203915    -56.89975   -15074.114    14.717547   -45.682276    28.813138 
  423100    297.06488   -243.15328    -683561.7          515    93.311367    120.80788   -497.23087   -14.726127   0.19433097   -55.812585   -15085.319    75.927802    131.52834    56.679525 
  423200    301.42782   -615.24905   -683744.71          516    93.308265    120.80462   -491.44773   -15.506762   0.30269259   -55.298843   -15028.436     80.28444    71.365278    243.90956 
  423300     303.1695    269.82109   -683647.49          511    93.301174    120.79585   -494.68492   -14.111608   0.18361894   -55.805245   -15019.495    94.082277   -16.513209    137.46669 
  423400    303.18268    132.48576   -683503.68          508    93.292698    120.78761    -494.9694    -16.14567   0.37323407   -56.440641   -15061.663   -183.10127   -87.690418    167.23466 
  423500    300.30169    215.53958   -683305.77          516    93.285063    120.78004   -497.25805   -16.151225   0.31191827   -56.223854   -15052.312   -56.621653    72.208926     182.0041 
  423600     298.8789     214.6346   -683335.58          519     93.27844    120.77427   -491.13862   -14.542427   0.18038613   -55.722294   -15027.025    85.804424   -14.035582   -118.19288 
  423700     298.4475   -211.15328      -683387          517    93.277947    120.77399   -501.41033   -15.698692   0.24461875   -56.745433    -15047.27   -52.721443   -14.359945    23.913746 
  423800    297.44332   -146.26794   -683537.42          512    93.277533    120.77332   -506.24643   -13.615175   0.46071833    -57.35807   -15004.977    57.186238    8.7953659    273.41107 
  423900    297.36542   -75.281722   -683652.13          507    93.273635    120.77072   -496.86269   -13.830256   0.12543038   -56.384127   -15006.214   -95.181955    14.712808    120.71183 
  424000     299.1694    -470.0347   -683657.41          511    93.269913    120.76688   -491.98262   -13.070563   0.29196325   -56.342354   -15001.046   -77.603841   -57.092213    61.364701 
  424100    300.93181   -294.65025   -683631.75          511    93.271668    120.76729   -489.86461   -15.150478   0.31492414   -55.670051   -14895.654    95.306847   -34.897511    173.37541 
  424200    301.32912   -56.833914   -683537.44          514    93.266059    120.76147   -484.12357   -14.603904   0.19832063   -55.632208   -15031.408    32.148144   -30.761591    66.578528 
  424300    299.70816   -93.528106    -683370.3          516    93.262861    120.75661   -481.71071   -15.962083   0.20429134   -55.393628   -14899.832    5.7678105    -24.19776    95.447776 
  424400    300.45264    206.66038   -683445.84          511    93.261471    120.75431   -511.68318    -15.13653   0.44333379   -58.340779    -15070.35    20.949663     61.66673    65.002397 
  424500    299.08729   -272.24258   -683544.16          510    93.261064    120.75529   -485.64094   -16.978526   0.38596296   -55.956475    -15040.41    139.85818   -51.367493   -34.194345 
  424600     297.2972   -21.647228   -683475.55          504    93.262569    120.75437   -474.39203   -16.565998   0.42416975   -55.141838   -15143.038    66.751026    7.7133345    75.826158 
  424700    301.26435   -207.72597   -683548.48          511    93.272314    120.76536   -465.90112   -13.159477   0.40591998    -53.12874   -15051.531    39.196405   -18.599977   -32.779487 
  424800    303.33635    391.18299   -683437.53          510    93.282161    120.77533     -497.993   -14.827438   0.47569987   -56.679856   -15047.473    12.359451    34.720887   -86.011445 
  424900    302.98494   -274.13057    -683223.7          515    93.294815     120.7896   -504.17088   -14.521635    0.4512322   -56.609318   -15060.317    -9.490253    -18.01793    63.700509 
  425000    299.29627   -486.97754   -683109.96          510    93.301555    120.79472   -495.03784   -13.577289   0.36324146   -56.355134   -14971.043    16.883447   -18.601431    110.02573 
  425100    301.67893   -99.054437   -683340.19          508    93.301689    120.79552   -512.64144   -13.321828   0.30016938   -57.825297   -15092.083   -117.56612    15.010617    -277.7606 
  425200    298.75941   -367.55905   -683314.73          509    93.298766    120.79348   -475.96959   -13.137254   0.31437237   -55.215419   -15026.415     30.36759   -3.7024842    228.62326 
  425300    300.28904   -437.60674   -683493.16          514    93.294911    120.79089   -502.07727   -13.170505   0.32588817   -56.329771   -15209.612    -43.94141     119.4675     223.3193 
  425400    297.70298   -196.58596   -683343.39          510    93.294147    120.78986   -504.88314    -15.20173   0.39651475    -56.64993    -15110.44   -157.05713   -29.212247    142.97067 
  425500    300.49257   -401.09161   -683328.72          508    93.293265    120.79034   -499.25242   -14.626727    0.2621592    -55.44488   -15091.773   -36.595201   -16.173983    188.05987 
  425600    298.67061   -406.36115   -683121.21          513    93.298216    120.79557   -485.22316   -14.561394   0.20076664   -54.690224    -14956.21     -90.9077   -4.9159061    255.60907 
  425700    302.07141   -95.414876   -683336.52          507     93.30152    120.79867   -500.60348   -14.712237   0.42363525   -55.740368   -15011.016    61.256789    -6.642701     20.68904 
  425800    300.55745    366.04598   -683437.33          510    93.303988    120.79988   -494.97047   -13.518991   0.32032333   -55.847612   -14974.826    2.9480138    1.1747888   -169.40413 
  425900    298.65691    -165.8157   -683375.93          516    93.309801    120.80666   -514.45748   -14.400036  0.041040372   -57.530889   -15072.635    18.451506   -62.474873   -69.391806 
  426000    300.08177    36.736223    -683526.3          513    93.314179    120.80913   -506.72258   -14.233809   0.24788758   -57.311149   -15068.502    58.224861   -107.80427   -52.386402 
  426100    300.39183    -323.8107   -683700.06          513    93.318047    120.81358   -510.82033   -13.292725   0.31082396    -56.43588   -15014.942     195.7234    4.0626832    168.35661 
  426200     299.2387   -304.21312   -683797.53          514    93.325949    120.82125   -494.79194   -12.996182   0.36773963   -56.182938   -14950.267   -161.91667   -62.751324    57.208031 
  426300    297.42827   -117.89319   -683824.13          513    93.328556    120.82294   -501.21786   -15.187434   0.43823569   -56.746154   -14999.783    97.704125    159.75768   -27.433458 
  426400    298.26684   -217.03157   -683714.98          511    93.329804    120.82599   -486.29668   -13.752569   0.60288025   -54.991582   -14953.942     22.59025    -52.62669   -26.458443 
  426500    299.18365    11.477764   -683542.22          512    93.325369    120.82079   -493.88977   -15.296286   0.31315221   -56.224912   -15004.257    53.963513   -33.810594    75.687667 
  426600    299.54462   -109.08796   -683478.52          515    93.317208    120.81283    -491.6784   -12.019186   0.46681953   -55.328273   -14995.306    4.8667325    7.0901296    247.90798 
  426700    300.31784    159.28134   -683469.84          512    93.313848    120.80937   -485.89813   -11.956634   0.17360428   -54.439343   -14818.918    127.86947    11.557322   -95.180246 
  426800    301.22509   -571.65168   -683586.99          511    93.312446     120.8095   -499.45737   -12.720296   0.28397436   -55.748254   -14895.554    4.5529011    107.99633    180.04791 
  426900    296.87949   -302.23693   -683553.12          512    93.308853     120.8046   -486.01722   -13.959223   0.21885664   -55.346062   -15090.623   -14.448081    43.853626   -144.42176 
  427000    297.83871    33.425424   -683570.29          509    93.308895    120.80457   -513.15591   -14.866467   0.42433916   -57.394332   -15100.758   -27.495128    14.015452    36.071946 
  427100    301.33447   -359.00005   -683494.65          514    93.307821    120.80563   -517.07801   -14.100638   0.27256339   -58.255607   -15017.704   -159.35084    23.128878    99.109169 
  427200    301.67615    520.18799   -683430.76          511    93.311011     120.8053   -511.05039   -14.761131   0.58020466   -57.890604   -14992.629    38.218821    62.268514   -158.89647 
  427300    299.87758    394.45004   -683359.34          509    93.311342    120.80513   -497.89417   -14.489348   0.45269501   -56.185028   -15082.411     29.27728    66.517821    140.96477 
  427400     301.8217    219.54238   -683514.81          508    93.316882    120.81009   -488.84416   -15.570052   0.24330317   -55.754047   -14995.785    45.443743    96.032077    340.06698 
  427500    300.42512    385.98001   -683593.58          512     93.31416    120.80685   -473.23673   -15.224705   0.49576034   -54.097277    -14976.26    31.961364   -47.788038   -65.324031 
  427600    299.65893   -208.50872   -683629.13          513    93.306314    120.80044    -513.2605   -14.528996   0.50483238   -57.257809   -14970.144   -67.859368   -84.999684    121.78492 
  427700    297.15541   -184.91817   -683311.21          514     93.30846    120.80252   -496.54291   -16.044496   0.57448495   -56.140875   -14989.573   -108.33644    71.346227   -21.654642 
  427800    301.76164    266.72576   -683366.51          514     93.30766    120.80095   -497.47878    -15.20074   0.23831422   -56.026453   -15032.915   -83.088642    10.397129    8.7000614 
  427900    299.61259    28.215733   -683427.14          515    93.304933    120.79975   -473.29892   -15.309417   0.34840421   -54.426469   -14899.512    33.809813    17.048206    198.59184 
  428000    297.30342    121.61045    -683473.4          514     93.30397    120.79798   -504.29891   -12.743616   0.23151249   -56.790604   -14963.269    72.965415    -46.88591    32.024704 
  428100    301.01355   -293.78621   -683596.53          515    93.301788    120.79918   -502.96586   -13.595162   0.35904059   -56.570068   -15030.803    50.774762   -45.523734   -277.00814 
  428200    302.46285   -87.908274   -683391.46          512    93.306904    120.80261   -501.89687   -13.670617   0.68409193   -56.870072   -14923.199    -32.57564   -12.281658    22.830711 
  428300    303.69559   -682.36896    -683267.6          510    93.306826    120.80489   -495.87203   -13.362741   0.14296785   -55.452091   -14925.471   -64.802581   -90.015975     218.2555 
  428400    301.36403   -49.904125   -683275.65          511    93.308724    120.80434   -490.04285    -15.09878   0.41725388    -54.81269   -14951.087   -64.649025   -93.086431    47.641072 
  428500    299.70938   -91.822671   -683377.83          510    93.301874     120.7963   -496.10943   -13.844659   0.27652493   -56.532118   -14884.194   -5.2772153    7.9475549    105.79887 
  428600     299.6966   -88.561443   -683537.42          509      93.2888    120.78345   -519.72446   -13.734565   0.17064045   -58.226879   -14917.987   -143.94487   -105.60768     39.03132 
  428700    299.03904   -367.34694   -683534.96          511    93.279979    120.77419   -497.72622   -13.851354   0.16152223   -55.953164   -14921.306   -33.775961   -56.404494   -28.801289 
  428800    298.40421   -382.51938   -683454.97          511      93.2682    120.76095   -492.21731   -14.623484   0.24646248   -56.500971   -14891.705    181.12925    5.6276355    119.77575 
  428900    297.68087   -143.61061    -683392.2          507    93.254022    120.74492   -502.49229   -13.005137   0.28651347   -57.044684   -14833.081    35.770696    3.7588099    197.61745 
  429000    301.43481    598.94532   -683538.43          507    93.241777     120.7306   -498.01276   -15.659303  0.099059563   -56.192895   -15012.022    124.74273    59.360446    73.806039 
  429100    303.42628   -252.00741   -683565.07          512    93.240049    120.73046   -501.76812   -14.250935   0.25023383   -57.272546   -14925.443    -1.524176     -25.1784    76.848167 
  429200    300.47603   -440.21314   -683484.19          507    93.237411    120.72884   -505.11386    -14.51142   0.27656906   -58.147245   -15016.472    64.688045    36.195398     143.1015 
  429300    298.07995   -388.55579   -683533.08          516    93.237529    120.73044   -509.95243   -14.404413    0.3534286   -57.209769   -14971.356   -45.768278    24.247474    53.864194 
  429400    300.30462    88.517851   -683673.95          517    93.240262    120.73225    -490.9448   -14.963692   0.47703526   -56.342911    -14967.56   -119.45528      15.3794    64.555204 
  429500    298.04378   -182.28677   -683491.39          511    93.240277     120.7329    -489.1712   -15.690515   0.40949068   -55.552462   -14935.934   -101.50651    39.737554    11.972588 
  429600    301.68196   -215.73981   -683429.37          511    93.247369    120.74168   -520.02386   -13.939449   0.41602316   -59.403321   -15043.486   -11.492095   -102.60518    75.680895 
  429700    300.38651   -201.77037   -683380.93          513    93.256755    120.75021    -498.0385   -14.270579   0.22525895   -57.573437   -15088.976    115.60822   -59.175209   -37.258516 
  429800    297.35118    63.674278   -683329.89          508    93.268545    120.76144   -486.04809    -14.25861    0.3385861   -55.784009   -14878.997     91.03657   -24.267746    142.30624 
  429900    299.60445    43.610263   -683511.23          509    93.279276    120.77205   -476.04511   -13.370582   0.16683178   -54.068996   -14906.535   -13.990889    171.09651    148.05982 
  430000    301.16253   -591.87309   -683657.52          508    93.292199    120.78724    -501.6454   -12.800743   0.30177101   -56.796892   -15056.815    123.57454   -1.7782534   -60.531881 
  430100    299.57221   -8.7976646    -683530.1          508    93.304022    120.79748   -498.32912   -14.220118   0.42891877   -56.696061   -14987.847   -19.731994    77.204818    -67.72425 
  430200    299.74933   -237.87571   -683297.19          509    93.319811    120.81521   -495.59201    -14.13626   0.43844412   -56.794644    -14994.01    94.517985    126.65122    24.196012 
  430300    303.46045    264.40524   -683378.87          509    93.333625    120.82972   -490.83447   -14.487376   0.18227088   -55.044723   -15020.882  0.063340212    44.328422    15.448998 
  430400    298.96827    31.281173   -683465.49          513    93.350014    120.84558   -493.82921   -12.389381   0.32321881   -55.421905   -14852.395   -19.167659   -61.696002    127.09875 
  430500    299.81727    150.12104   -683642.81          513    93.365811    120.86009   -485.64116   -13.912215   0.52196462   -54.803423   -14962.179   -111.34895     -84.0532   -58.008016 
  430600    300.09886    214.68889   -683794.75          511    93.376997    120.87102   -504.04724   -12.914562   0.53506188   -56.202339   -15001.862    73.986751   -5.0691462   -214.19547 
  430700    298.21548   -338.65949    -683701.9          509    93.394837    120.89106    -500.9408   -12.599782   0.35429785   -55.840572   -14936.136    125.42305    92.268004    62.483788 
  430800    297.92987    35.994969    -683523.6          513    93.407947    120.90192   -485.78222   -14.407875    0.5097571    -53.98311   -14916.582    24.350632    55.404498    5.2706248 
  430900    302.50203    319.06927   -683535.88          511    93.412759    120.90605   -508.54323   -13.395511   0.28033999   -55.478173   -14967.057    13.745501   -4.5906816    125.89668 
  431000    298.85796    89.025492   -683347.74          507    93.416036    120.91039   -488.56895   -12.700321   0.40372415   -54.236181   -14866.184   -164.08824   -34.525499    156.74174 
  431100    296.77269    215.23426   -683298.94          511    93.416571    120.90967   -495.52954   -15.916089     0.563122   -54.473216   -14892.121    71.030969    51.469367   -88.714317 
  431200    301.78155    85.948028   -683547.94          511    93.405343    120.89917   -507.24934    -13.93068   0.44780249   -55.679019   -14937.717    55.776646   -58.268355    20.103685 
  431300    298.90106    325.41284   -683514.41          510    93.393749     120.8851   -482.05909   -15.085328   0.43174795   -54.274259   -14832.426   -40.841897    25.654995    117.61822 
  431400    297.64692    382.19905   -683602.37          510    93.374227    120.86737   -494.42729   -15.081101   0.35043392     -54.4823   -14965.146   -80.270542   -149.87127   -37.954666 
  431500    301.64195    313.58884    -683794.7          508    93.359953    120.85244   -484.68705   -15.693148   0.34454948   -54.861186   -14932.236   -41.213846   -43.046479   -53.689259 
  431600    301.70756    127.31538   -683624.61          511    93.336962    120.83095   -478.66546   -15.148865    0.4707963   -54.574804   -14880.285    24.278536   -98.587659    22.425023 
  431700    301.98946   -238.29518   -683453.04          515     93.31486    120.80908   -497.81908   -13.771709   0.57061341   -56.330802   -14904.334   -25.242034    95.222514    70.290373 
  431800    302.03722   -94.875468   -683405.57          510    93.290206    120.78428    -494.7734   -13.461055   0.38691022   -55.614915   -14861.828   -33.195333   -17.551107   -108.06573 
  431900     301.5135    279.62932   -683457.85          503    93.267493    120.76214   -483.97327   -14.189041  0.026309922     -56.0402   -15029.052   -21.512869    67.186925   -69.755594 
  432000     299.8705    121.41853   -683420.02          509    93.245584    120.74007    -485.3425   -13.416346   0.18428593   -55.896025   -14934.784    209.53385   -102.24344    32.915673 
  432100    301.43807   -70.447768   -683578.05          509     93.23159    120.72448   -493.59245   -14.512246   0.44958318   -56.516028   -14908.289    51.167953   -29.795612    173.50382 
  432200    300.19862   -324.13385   -683517.62          509    93.214574    120.70908   -485.33048   -12.762679   0.33578041   -55.967597   -14943.379    90.592977    8.2663977    41.507918 
  432300    303.45772   -769.40703   -683573.85          513    93.198648    120.69506   -505.74923   -15.352493   0.24117083   -56.331606   -15072.643    57.885089   -33.793546     65.89938 
  432400    302.23817   -51.455652   -683389.73          508    93.186184    120.68171   -501.12781   -15.703982   0.45291989   -56.822758   -14959.942    151.01527   -31.974081     42.96819 
  432500    302.79757   -449.19647   -683415.02          509    93.176277    120.67217   -508.80474   -14.598199   0.41711437   -58.081719   -15010.913    64.787381    8.0481496    172.77428 
  432600    298.40618   -216.50978   -683378.18          511    93.169776    120.66674   -494.63292   -13.157022   0.46330741   -57.168879   -15011.431     19.44017    -30.69815   -52.946612 
  432700    298.81921   -29.949012   -683420.35          513    93.172605    120.66731   -502.91372   -15.114385   0.65520481   -57.922461   -14977.591   -101.39884    30.440602    49.423117 
  432800    301.29949   -143.76619   -683543.53          510    93.175321    120.67086   -504.42102   -15.651748   0.30867673   -57.652791    -14990.07   -24.540896   -25.104813    78.326106 
  432900    298.21248   -426.49545   -683521.55          505    93.173456    120.66966   -525.81382   -13.582474   0.15980495   -59.410012   -15033.082   -16.562796    116.38348   -125.19544 
  433000    298.10373   -59.347469   -683664.31          506    93.172284    120.66814   -499.82253   -14.897054    0.3235124   -56.563018   -14935.216   -102.37561    -26.70662     114.3766 
  433100    300.35616   -302.71417   -683591.43          508    93.167925    120.66283   -505.75572   -13.570406   0.33567434   -57.965108    -14951.99    75.693347    125.04262    -3.559955 
  433200       301.94    103.53308   -683462.73          507    93.176374    120.67005   -521.90719   -16.136027   0.44881783    -59.06856   -15027.903    210.07484    1.8531451   -153.52664 
  433300    300.27092   -194.63768   -683298.78          505    93.182882    120.67729   -509.98878   -15.383031   0.52507932   -58.364404   -15023.277    52.521069    32.506134    328.32024 
  433400    302.45976   -404.17919   -683261.47          504    93.191242    120.68716   -509.57341   -14.580247   0.32873212   -58.344973   -14888.101     55.95097   -7.8798363   -25.481961 
  433500    301.55997   -320.26537    -683342.5          507    93.205276    120.70004   -497.87301   -15.433598   0.41996169   -56.678163   -14946.002    18.046408     52.38574    8.2848422 
  433600    297.26333    77.644446   -683326.62          506     93.21949    120.71248   -492.94777   -16.184876   0.32312511   -56.093961   -14921.152    81.130108   -18.205189    130.37567 
  433700    299.72368    282.05777    -683491.4          505    93.229386    120.72192   -509.60603   -14.516146   0.28634512    -58.55696   -14930.075    103.80225   -23.473299    14.613159 
  433800    300.61432    91.291732   -683473.61          507    93.236415    120.73088   -507.70232   -14.790141   0.33586241   -57.077616   -14990.671   -82.702795    -46.70911   -53.022497 
  433900     299.7937    216.87423    -683439.5          511    93.245875    120.73982   -509.28943   -14.523899   0.47342122   -57.647642       -14980   -148.78467    98.684068     190.2114 
  434000    302.34746   -113.48015   -683500.11          508    93.259287    120.75518   -502.86442   -13.830038   0.22846959    -57.35381   -15041.609   -53.822854    -45.73598    119.10588 
  434100    299.76417      81.8642   -683310.05          506    93.276531    120.76966   -516.02004   -15.817977   0.42335389    -57.52514   -15044.925   -15.351646    67.103772   -1.9124012 
  434200    300.30823   -135.92883   -683374.17          507    93.293206    120.78608   -501.17132   -17.056807   0.14796521   -56.459122   -15045.286    40.955436   -60.027805    84.230212 
  434300    299.75588   -367.60893   -683428.71          501    93.311003    120.80393   -498.07381   -15.839886   0.22468048   -55.504402   -14957.513    -139.9467   -104.59127    -138.3621 
  434400     300.5522   -19.076711   -683529.79          509    93.323948    120.81547   -521.51444    -17.39985   0.15377484   -58.309785   -14993.691    81.090576   -8.9375674    79.255831 
  434500    298.28321   -129.21714   -683312.24          508    93.332889    120.82497   -494.24514   -16.408376   0.48446475   -56.005087   -15049.513    79.579822   -65.848188    270.27655 
  434600    299.80915   -397.64781   -683244.96          509    93.342366    120.83571   -496.48291   -14.033861   0.30863236   -56.993384   -14920.794   -83.344211   -18.774639    44.654559 
  434700    301.03775   0.68587883   -683330.65          507    93.348639    120.84249    -484.7075   -15.315332  0.098812476   -54.653351   -14963.177   -79.918287    83.152169    38.379897 
  434800     296.8231    -119.8072   -683213.82          510    93.353435    120.84698   -485.89319   -16.785666   0.59256964   -54.861302    -14836.27    208.55216   -10.067339    40.414271 
  434900    298.97778    -197.5741   -683350.47          511    93.350656      120.844   -517.85651   -15.411259   0.24667451   -58.319885   -15026.754    169.57309    48.803059    -130.1295 
  435000    298.44337   -329.91468   -683341.04          509    93.357734    120.84948   -503.20551   -14.073877   0.32139823   -56.787901   -14941.957    32.333826   -90.570759    -39.05527 
  435100    300.05644   -454.28147   -683388.36          511    93.355697    120.84933   -489.79312   -12.668793    0.2769787   -55.312293    -14957.55   -87.102683    22.223802   -30.833918 
  435200    301.62678   -109.23596    -683356.6          510     93.34645    120.83868   -498.98883   -13.019822   0.28596641    -56.39991   -15011.454    85.488997   -2.8235727   -51.016144 
  435300    302.15082    56.425817   -683354.61          511    93.334691    120.82704    -508.6524   -13.983083   0.19756291   -56.683724   -14897.912   -40.127632   -26.844169    88.166766 
  435400    300.41611    107.88457   -683511.66          513    93.324757    120.81661   -512.13386   -15.355639    0.5070816   -57.293911   -14924.004    49.936824    21.112971   -11.545523 
  435500    298.59279    51.760571   -683697.66          509    93.318424    120.80998   -518.57827   -16.138413   0.46433828   -58.230747    -14912.72    123.16943   -65.901929    201.49299 
  435600    300.43971    128.18384   -683839.63          509    93.313762    120.80515   -507.14174   -14.615186   0.16667641   -55.323137   -14876.071   -50.597447    14.820268   -88.300224 
  435700    297.12887   -118.43433   -683528.47          509    93.311516    120.80517   -502.70141    -13.96211    0.2686253   -56.098035   -14932.573   -154.60117   -68.141934    121.21428 
  435800    302.60363   -47.011859   -683538.43          509    93.307014    120.79992   -503.76608   -14.276477   0.48835447   -55.968226   -14800.255    29.431763    -32.94552   -105.84832 
  435900    301.65413   -367.21959   -683230.65          506    93.302866    120.79755   -515.95119    -14.87017   0.36217655   -57.464084   -14910.191   -54.115001   -77.332898     117.1291 
  436000    303.45178   -281.23498   -683299.66          506    93.298671    120.79369   -521.86224   -16.233392   0.13348757   -58.228165   -14917.762   -45.482999     16.49854   -141.64603 
  436100    299.08881   -623.79758    -683464.5          510    93.297535    120.79351   -512.86715   -15.151781     0.393129   -57.577887   -14839.026    93.878766    9.3121645    259.71394 
  436200    298.65535   -475.25352   -683600.03          511    93.306936    120.80271   -520.83768   -12.376627   0.44213065   -58.015967   -14887.261   -133.09558    19.228541    268.85364 
  436300    296.64212    9.1946321   -683569.33          511    93.308135     120.8028     -510.509   -13.835418    0.4562095   -57.193606   -14899.165    18.879377    62.367418    26.661281 
  436400    297.64254   -339.72872   -683589.43          514    93.311699    120.80788   -489.72917    -14.32585   0.29865692    -55.22469   -14948.449    157.50212    55.053283    -8.978875 
  436500    300.66288     291.7308   -683570.64          514    93.313819     120.8072   -515.34081   -15.433668   0.39934226    -57.49634   -14972.046       45.061   -10.726001     -10.3582 
  436600    299.42832   -394.32372   -683406.35          512    93.307073    120.80113   -495.36725   -14.614141   0.11900988   -55.917944   -14948.423    40.041007     106.7551    39.947641 
  436700    296.05854    294.81484   -683343.05          511    93.296939    120.78962   -503.73502   -14.927573   0.30837702   -56.504796   -14954.329    1.6808245   -58.527645   -143.38477 
  436800    297.32153   -103.61343   -683467.36          510    93.279103    120.77227   -482.26453   -15.297865   0.24391818   -54.642603    -14882.05    23.808146   -4.1067357    46.155344 
  436900    299.26532    114.92321   -683494.73          512    93.266516    120.75966     -520.047   -14.698139   0.30670524   -57.461934   -14936.066    209.99665    65.509688    150.42909 
  437000    301.52974    215.13757   -683434.02          511    93.253136    120.74574   -484.67561   -14.298599   0.34587659   -55.002879   -14873.344   -142.92874    38.942537    155.60524 
  437100    300.76094    100.85926   -683271.29          510    93.239119    120.73277   -490.01418   -14.392446   0.16354876   -56.537926   -15000.815   -46.098379    66.538902    111.59621 
  437200    301.85531    73.926775   -683274.93          512    93.227032    120.72121   -491.84862   -13.656639   0.28565195   -56.666318   -14876.438   -142.97334   -25.091804    106.70013 
  437300    299.24587    397.99419   -683051.23          511    93.226558    120.71997   -481.21371   -13.789822   0.17396187   -55.567537   -14927.257    42.801442   -36.474972     121.5713 
  437400    301.83124    526.32333   -683252.62          514    93.232871    120.72541   -509.22809   -14.796574    0.1696358   -58.020576   -14987.381   -76.696996    79.079068     -253.396 
  437500    299.67487   -76.992819   -683390.46          511    93.233776    120.72637   -487.52811   -13.817515    0.3229979   -56.023836   -14879.821   -119.10713    86.252638    210.88375 
  437600    298.75893    318.67226   -683418.44          507    93.234413    120.72548   -490.29587   -12.517556    0.0506423   -55.370135   -14946.236   -98.308103      131.432    243.39309 
  437700    299.85757   -346.11257   -683435.34          509    93.236508    120.73087    -492.6112   -13.012242   0.38741332   -56.010308    -14934.24     155.0968   -4.6748143   -86.299198 
  437800    301.43642   -617.16319   -683449.91          515    93.240745    120.73711   -500.54879   -13.639078   0.35684648   -57.459814   -15044.832    8.0987864    293.00101    103.41498 
  437900    302.21844   -111.95127   -683244.89          511    93.247369    120.74199   -519.88434   -14.515439   0.41526423   -58.465922   -15031.208   -145.10004    10.665879     167.6363 
  438000    302.85162    3.8594294   -683346.74          505    93.244703    120.73923   -504.11223   -14.607687   0.42827723   -58.329505   -14952.221    93.936505    18.035044   -67.636713 
  438100    301.58987     76.07155   -683445.95          508    93.244011    120.73901   -482.40629   -14.272931   0.19842846    -55.38751   -14919.209   0.63631185   -96.468378    169.81819 
  438200    300.70699   -283.39274   -683525.61          508    93.240964    120.73641   -512.79223   -15.456796   0.33271638   -57.153102   -15022.628    52.136484   -41.801782    260.02542 
  438300      296.183   -429.48116   -683329.44          507    93.236963    120.73297   -495.90856   -15.135534   0.19867695   -56.382354   -14946.497    18.900059   -14.385042    -115.1263 
  438400    301.50208   -99.456349   -683448.09          509    93.235342    120.73011   -493.34119   -16.555381 -0.078151168   -55.591771   -14931.436   -51.211837    63.518025    237.85544 
  438500    300.41052    207.51242   -683222.27          514     93.24025    120.73491   -493.88678   -15.929778    0.2625753   -55.578071   -14856.053  -0.84228243    78.990565    186.31485 
  438600    302.59718    -63.87076   -683323.53          514    93.243798    120.73982   -494.70917   -14.332051   0.27880627   -56.201817   -14863.178    22.925894    50.685427   -13.861662 
  438700    298.22041     170.0812   -683378.07          515    93.248261    120.74247   -506.01443   -15.001895    0.3822055   -57.155742   -14935.355   -164.73253    -37.56877    174.18077 
  438800     298.8043    266.13314   -683534.98          510    93.256996    120.74977   -510.80291   -17.161544   0.48610008   -58.304285   -14978.138    36.378729   -79.177609    28.371684 
